Date,Heure,S2OTemp,S2OHR
31/07/2019,22:10:01,19.1,59.1
31/07/2019,23:10:01,18.2,62.1
01/08/2019,00:10:01,18.4,62.2
01/08/2019,01:10:01,19.1,60.7
01/08/2019,02:10:01,18.9,60.4
01/08/2019,03:10:01,18.9,62.7
01/08/2019,04:10:01,18.3,61.5
01/08/2019,05:10:01,18.4,63.4
01/08/2019,06:10:01,16.7,70.5
01/08/2019,07:10:01,17,69.2
01/08/2019,08:10:01,20.5,58
01/08/2019,09:10:01,22,53.6
01/08/2019,10:10:01,23.4,43.5
01/08/2019,11:10:01,24.3,37.7
01/08/2019,12:10:01,26.4,36
01/08/2019,13:10:01,30.6,29.4
01/08/2019,14:10:01,30.4,28.6
01/08/2019,15:10:01,29.4,30.1
01/08/2019,16:10:01,35.5,21.8
01/08/2019,17:10:01,33.7,23.2
01/08/2019,18:10:01,37,20.4
01/08/2019,19:10:01,34.4,23.8
01/08/2019,20:10:01,27.8,37.8
01/08/2019,21:10:01,25.8,46.5
01/08/2019,22:10:01,24.5,52.1
01/08/2019,23:10:01,23.1,58.6
02/08/2019,00:10:01,22.4,62.4
02/08/2019,01:10:01,21.8,63.7
02/08/2019,02:10:01,21,66.7
02/08/2019,03:10:01,20.9,67.5
02/08/2019,04:10:01,19.3,74
02/08/2019,05:10:01,19.1,74.6
02/08/2019,06:10:01,19.3,74
02/08/2019,07:10:01,19.6,68.5
02/08/2019,08:10:01,20.9,64
02/08/2019,09:10:01,22.6,60.6
02/08/2019,10:10:01,24.5,53.3
02/08/2019,11:10:01,24.8,45.7
02/08/2019,12:10:01,26.3,44.1
02/08/2019,13:10:01,31.6,34.1
02/08/2019,14:10:01,31.6,32.8
02/08/2019,15:10:01,34.2,30.4
02/08/2019,16:10:01,31.8,30.8
02/08/2019,17:10:01,34,27.1
02/08/2019,18:10:01,35.9,24.4
02/08/2019,19:10:01,33.5,28.2
02/08/2019,20:10:01,27.8,40.4
02/08/2019,21:10:01,23.9,52.3
02/08/2019,22:10:01,22.6,57.7
02/08/2019,23:10:01,21.2,63.4
03/08/2019,00:10:01,20.3,67.3
03/08/2019,01:10:01,19.4,72.5
03/08/2019,02:10:01,18.4,76.2
03/08/2019,03:10:01,17.6,81.3
03/08/2019,04:10:01,17.2,83.3
03/08/2019,05:10:01,16.6,86.9
03/08/2019,06:10:01,16.5,87.8
03/08/2019,07:10:01,17.4,85.8
03/08/2019,08:10:01,19.3,80.1
03/08/2019,09:10:01,22.3,66.6
03/08/2019,10:10:01,24.6,58
03/08/2019,11:10:01,24.3,57.1
03/08/2019,12:10:01,27,47.4
03/08/2019,13:10:01,27.8,44.4
03/08/2019,14:10:01,33.1,31.3
03/08/2019,15:10:01,31.1,33.4
03/08/2019,16:10:01,33.6,27.7
03/08/2019,17:10:01,35.4,26.2
03/08/2019,18:10:01,32.6,29.6
03/08/2019,19:10:01,28.6,36.7
03/08/2019,20:10:01,26.4,41.6
03/08/2019,21:10:01,24.2,51.2
03/08/2019,22:10:01,22.6,56.1
03/08/2019,23:10:01,21.7,58.8
04/08/2019,00:10:01,21.3,61.2
04/08/2019,01:10:01,20.6,64
04/08/2019,02:10:01,19.9,68.5
04/08/2019,03:10:01,19.2,72
04/08/2019,04:10:01,18.4,75.1
04/08/2019,05:10:01,18,75.8
04/08/2019,06:10:01,17.8,77.1
04/08/2019,07:10:01,18.9,71.8
04/08/2019,08:10:01,21,65.6
04/08/2019,09:10:01,24.6,54.2
04/08/2019,10:10:01,25.6,52.1
04/08/2019,11:10:01,26.5,47.7
04/08/2019,12:10:01,28.7,41.2
04/08/2019,13:10:01,34.7,27.1
04/08/2019,14:10:01,32.8,29.1
04/08/2019,15:10:01,33,24
04/08/2019,16:10:01,37.7,18.9
04/08/2019,17:10:01,33.6,26.6
04/08/2019,18:10:01,30.7,30.1
04/08/2019,19:10:01,28.9,33.6
04/08/2019,20:10:01,28.1,37
04/08/2019,21:10:01,27.1,40
04/08/2019,22:10:01,25.6,49.3
04/08/2019,23:10:01,24.1,55.2
05/08/2019,00:10:01,23.8,55.2
05/08/2019,01:10:01,23.2,58.2
05/08/2019,02:10:01,23.4,54.2
05/08/2019,03:10:01,22.2,59.5
05/08/2019,04:10:01,20.3,72.5
05/08/2019,05:10:01,19.5,72.2
05/08/2019,06:10:01,18.8,77.2
05/08/2019,07:10:01,19,76.9
05/08/2019,08:10:01,19.9,74.4
05/08/2019,09:10:01,22.3,63.2
05/08/2019,10:10:01,23.4,59.1
05/08/2019,11:10:01,25.1,54.2
05/08/2019,12:10:01,26.2,48.7
05/08/2019,13:10:01,29.4,40.4
05/08/2019,14:10:01,31.4,32.6
05/08/2019,15:10:01,31.3,33.1
05/08/2019,16:10:01,29.3,36.7
05/08/2019,17:10:01,28.8,37.5
05/08/2019,18:10:01,29.5,36.2
05/08/2019,19:10:01,30.3,33.3
05/08/2019,20:10:01,27.3,39.6
05/08/2019,21:10:01,25.2,46.8
05/08/2019,22:10:01,24.4,51.3
05/08/2019,23:10:01,23.3,55.3
06/08/2019,00:10:01,22.9,57.9
06/08/2019,01:10:01,22.1,62.7
06/08/2019,02:10:01,21.5,69.9
06/08/2019,03:10:01,20.5,78.7
06/08/2019,04:10:01,20.9,77.9
06/08/2019,05:10:01,20.5,80.8
06/08/2019,06:10:01,20.3,80.6
06/08/2019,07:10:01,20.2,82.5
06/08/2019,08:10:01,22.3,74.3
06/08/2019,09:10:01,22.7,72.9
06/08/2019,10:10:01,25.3,61.5
06/08/2019,11:10:01,25.3,59.2
06/08/2019,12:10:01,25.8,58.6
06/08/2019,13:10:01,26.9,51.9
06/08/2019,14:10:01,26.9,50.2
06/08/2019,15:10:01,25.4,57
06/08/2019,16:10:01,24.3,61.5
06/08/2019,17:10:01,19.7,103.2
06/08/2019,18:10:01,21.9,100.8
06/08/2019,19:10:01,21.6,89.7
06/08/2019,20:10:01,19.4,92.2
06/08/2019,21:10:01,18.9,89.7
06/08/2019,22:10:01,18.9,90.4
06/08/2019,23:10:01,18.9,91.4
07/08/2019,00:10:01,18.4,94.4
07/08/2019,01:10:01,18.6,94.9
07/08/2019,02:10:01,18.6,94.9
07/08/2019,03:10:01,18.7,93.7
07/08/2019,04:10:01,18.4,95.7
07/08/2019,05:10:01,18.3,94.9
07/08/2019,06:10:01,18.2,96.8
07/08/2019,07:10:01,19,92.7
07/08/2019,08:10:01,19.8,87.9
07/08/2019,09:10:01,21.1,81
07/08/2019,10:10:01,22.9,69.8
07/08/2019,11:10:01,22.4,68.2
07/08/2019,12:10:01,23.6,64.9
07/08/2019,13:10:01,26.9,53.6
07/08/2019,14:10:01,26.9,46.6
07/08/2019,15:10:01,32.4,36.4
07/08/2019,16:10:01,29.4,38.3
07/08/2019,17:10:01,25.1,47.9
07/08/2019,18:10:01,23.1,91.7
07/08/2019,19:10:01,22.9,79.4
07/08/2019,20:10:01,22.8,82.5
07/08/2019,21:10:01,20.8,80.9
07/08/2019,22:10:01,20.5,77.6
07/08/2019,23:10:01,19.7,79.3
08/08/2019,00:10:01,19.1,84.1
08/08/2019,01:10:01,18.5,84
08/08/2019,02:10:01,17.7,82.1
08/08/2019,03:10:01,16.9,86
08/08/2019,04:10:01,16.4,85.8
08/08/2019,05:10:01,16.1,88.8
08/08/2019,06:10:01,16.5,85.6
08/08/2019,07:10:01,17.7,84.6
08/08/2019,08:10:01,20.6,73.5
08/08/2019,09:10:01,21.9,70.9
08/08/2019,10:10:01,23.4,60
08/08/2019,11:10:01,25,49.2
08/08/2019,12:10:01,26.6,47.1
08/08/2019,13:10:01,31.1,34.2
08/08/2019,14:10:01,32.6,32.8
08/08/2019,15:10:01,32.4,33.3
08/08/2019,16:10:01,32.6,31.1
08/08/2019,17:10:01,37.9,25
08/08/2019,18:10:01,38.9,23.3
08/08/2019,19:10:01,36.2,26.6
08/08/2019,20:10:01,28.4,42.2
08/08/2019,21:10:01,26.1,49.5
08/08/2019,22:10:01,24.6,56.2
08/08/2019,23:10:01,23.4,59.7
09/08/2019,00:10:01,23.1,61.2
09/08/2019,01:10:01,22.8,62.1
09/08/2019,02:10:01,22.2,64.9
09/08/2019,03:10:01,22.6,66
09/08/2019,04:10:01,23.1,65.7
09/08/2019,05:10:01,22.8,67
09/08/2019,06:10:01,22.8,67.5
09/08/2019,07:10:01,23.1,64.9
09/08/2019,08:10:01,23.8,63.5
09/08/2019,09:10:01,23.8,65.4
09/08/2019,10:10:01,20.9,90.6
09/08/2019,11:10:01,23.9,79
09/08/2019,12:10:01,29.8,60
09/08/2019,13:10:01,31,55
09/08/2019,14:10:01,23.9,96.6
09/08/2019,15:10:01,22.3,101.7
09/08/2019,16:10:01,22.6,101.8
09/08/2019,17:10:01,22.1,102.7
09/08/2019,18:10:01,20.1,104.5
09/08/2019,19:10:01,21.3,103.2
09/08/2019,20:10:01,20.1,91
09/08/2019,21:10:01,19.5,94.8
09/08/2019,22:10:01,19.4,92
09/08/2019,23:10:01,19.7,87.8
10/08/2019,00:10:01,20.2,79.9
10/08/2019,01:10:01,20,80.5
10/08/2019,02:10:01,20,77.5
10/08/2019,03:10:01,19.9,75.4
10/08/2019,04:10:01,19.6,76.2
10/08/2019,05:10:01,19.1,77.5
10/08/2019,06:10:01,18.9,79.7
10/08/2019,07:10:01,18.9,79.3
10/08/2019,08:10:01,19.6,76.4
10/08/2019,09:10:01,20.5,70.9
10/08/2019,10:10:01,21.9,65.4
10/08/2019,11:10:01,23,60.4
10/08/2019,12:10:01,23.2,55.9
10/08/2019,13:10:01,24.3,51.3
10/08/2019,14:10:01,28.5,42
10/08/2019,15:10:01,29.9,34.6
10/08/2019,16:10:01,30.1,31.3
10/08/2019,17:10:01,32.5,27.2
10/08/2019,18:10:01,31.9,25
10/08/2019,19:10:01,30.3,28.6
10/08/2019,20:10:01,25.6,37.7
10/08/2019,21:10:01,23.2,45.5
10/08/2019,22:10:01,21.8,50.2
10/08/2019,23:10:01,20.9,52.7
11/08/2019,00:10:01,20.3,54.6
11/08/2019,01:10:01,19.2,57.9
11/08/2019,02:10:01,18.4,60.4
11/08/2019,03:10:01,17.7,63.4
11/08/2019,04:10:01,17.1,66.6
11/08/2019,05:10:01,16.1,71.8
11/08/2019,06:10:01,16.4,71.2
11/08/2019,07:10:01,17,70.9
11/08/2019,08:10:01,18.6,66.3
11/08/2019,09:10:01,19.7,62.8
11/08/2019,10:10:01,20.4,59.8
11/08/2019,11:10:01,20.4,60.1
11/08/2019,12:10:01,20,62.1
11/08/2019,13:10:01,19.5,64.4
11/08/2019,14:10:01,20.1,58
11/08/2019,15:10:01,20.8,58
11/08/2019,16:10:01,22.3,51.6
11/08/2019,17:10:01,21.3,54.2
11/08/2019,18:10:01,20.4,57.6
11/08/2019,19:10:01,20.1,58.8
11/08/2019,20:10:01,20.6,57
11/08/2019,21:10:01,18.3,67
11/08/2019,22:10:01,17.7,70.2
11/08/2019,23:10:01,16.9,75.7
12/08/2019,00:10:01,16.6,78.3
12/08/2019,01:10:01,16.2,80.5
12/08/2019,02:10:01,16.1,82
12/08/2019,03:10:01,15.7,83
12/08/2019,04:10:01,15.4,86.4
12/08/2019,05:10:01,14.9,88.8
12/08/2019,06:10:01,14.7,88.8
12/08/2019,07:10:01,15.4,86.1
12/08/2019,08:10:01,17.7,77.5
12/08/2019,09:10:01,18.9,72.2
12/08/2019,10:10:01,20.6,64.3
12/08/2019,11:10:01,21.3,57
12/08/2019,12:10:01,23.1,48.7
12/08/2019,13:10:01,24.8,43.8
12/08/2019,14:10:01,24.9,39.6
12/08/2019,15:10:01,23.9,44.1
12/08/2019,16:10:01,25.7,36.5
12/08/2019,17:10:01,29,33.6
12/08/2019,18:10:01,21.8,49
12/08/2019,19:10:01,24.2,44.6
12/08/2019,20:10:01,20.3,61.3
12/08/2019,21:10:01,15.6,91.9
12/08/2019,22:10:01,16,83
12/08/2019,23:10:01,15.6,85
13/08/2019,00:10:01,14.9,87.3
13/08/2019,01:10:01,14.6,87.7
13/08/2019,02:10:01,13.7,89.2
13/08/2019,03:10:01,13.1,91.7
13/08/2019,04:10:01,12.9,92.2
13/08/2019,05:10:01,12.7,91.5
13/08/2019,06:10:01,12.7,92
13/08/2019,07:10:01,13.2,89.4
13/08/2019,08:10:01,14.6,84.6
13/08/2019,09:10:01,16.2,79.3
13/08/2019,10:10:01,17.6,70.8
13/08/2019,11:10:01,19.3,56.1
13/08/2019,12:10:01,20.2,51.5
13/08/2019,13:10:01,22.8,42.7
13/08/2019,14:10:01,25.1,36.7
13/08/2019,15:10:01,24.8,36.9
13/08/2019,16:10:01,24.4,34.2
13/08/2019,17:10:01,17.9,70.6
13/08/2019,18:10:01,18.1,71.9
13/08/2019,19:10:01,18,70.9
13/08/2019,20:10:01,17.6,72.3
13/08/2019,21:10:01,17.1,74.3
13/08/2019,22:10:01,16.9,73.3
13/08/2019,23:10:01,16.4,76.5
14/08/2019,00:10:01,16.4,77.6
14/08/2019,01:10:01,16.2,78.2
14/08/2019,02:10:01,15.8,81.7
14/08/2019,03:10:01,15.8,83.3
14/08/2019,04:10:01,15.6,85.6
14/08/2019,05:10:01,14.9,87.8
14/08/2019,06:10:01,15.2,85.7
14/08/2019,07:10:01,16.1,83.7
14/08/2019,08:10:01,17.7,74.7
14/08/2019,09:10:01,19,70.8
14/08/2019,10:10:01,20.6,64
14/08/2019,11:10:01,21.8,57.3
14/08/2019,12:10:01,23.8,47.7
14/08/2019,13:10:01,25.9,40.9
14/08/2019,14:10:01,26.8,39.6
14/08/2019,15:10:01,28.4,36
14/08/2019,16:10:01,27.9,35.6
14/08/2019,17:10:01,27.3,37.4
14/08/2019,18:10:01,28.3,35.2
14/08/2019,19:10:01,24.5,43.3
14/08/2019,20:10:01,23.4,46.3
14/08/2019,21:10:01,22.7,49.6
14/08/2019,22:10:01,22.2,50.7
14/08/2019,23:10:01,21.2,57
15/08/2019,00:10:01,20.8,58.5
15/08/2019,01:10:01,18,79.3
15/08/2019,02:10:01,18.1,79.5
15/08/2019,03:10:01,17.7,82.4
15/08/2019,04:10:01,17.3,90.3
15/08/2019,05:10:01,16.6,99.6
15/08/2019,06:10:01,17,93.2
15/08/2019,07:10:01,17.6,89.7
15/08/2019,08:10:01,18.6,85.4
15/08/2019,09:10:01,19,80.2
15/08/2019,10:10:01,20.6,72.7
15/08/2019,11:10:01,21.7,64
15/08/2019,12:10:01,22.4,58.9
15/08/2019,13:10:01,24.4,55.5
15/08/2019,14:10:01,20.9,70.3
15/08/2019,15:10:01,17.5,81.8
15/08/2019,16:10:01,23.6,52.9
15/08/2019,17:10:01,23.6,49.5
15/08/2019,18:10:01,27.9,37.2
15/08/2019,19:10:01,27.3,40.1
15/08/2019,20:10:01,21.4,54.2
15/08/2019,21:10:01,20.2,59.5
15/08/2019,22:10:01,19.3,64.3
15/08/2019,23:10:01,18.4,68.8
16/08/2019,00:10:01,17.5,73.2
16/08/2019,01:10:01,16.6,76
16/08/2019,02:10:01,15.7,79.3
16/08/2019,03:10:01,15.4,80.3
16/08/2019,04:10:01,14.9,83.4
16/08/2019,05:10:01,14.6,86.9
16/08/2019,06:10:01,14.6,88.2
16/08/2019,07:10:01,15.4,85.3
16/08/2019,08:10:01,18,78.6
16/08/2019,09:10:01,19.6,71.3
16/08/2019,10:10:01,20.4,66.2
16/08/2019,11:10:01,22.1,60.3
16/08/2019,12:10:01,23.3,51.3
16/08/2019,13:10:01,26.8,44.1
16/08/2019,14:10:01,27.5,40.8
16/08/2019,15:10:01,30.6,33.7
16/08/2019,16:10:01,31.5,28.8
16/08/2019,17:10:01,26.4,39.5
16/08/2019,18:10:01,25.9,40.9
16/08/2019,19:10:01,25.4,45.4
16/08/2019,20:10:01,23.5,51.3
16/08/2019,21:10:01,22.4,55.5
16/08/2019,22:10:01,21.6,58.8
16/08/2019,23:10:01,21.6,57.3
17/08/2019,00:10:01,21.1,60.1
17/08/2019,01:10:01,20.9,60.3
17/08/2019,02:10:01,20.4,62.8
17/08/2019,03:10:01,20.2,64
17/08/2019,04:10:01,18.8,71.5
17/08/2019,05:10:01,18.4,74.7
17/08/2019,06:10:01,18.6,77.1
17/08/2019,07:10:01,18.4,82.5
17/08/2019,08:10:01,16.4,101
17/08/2019,09:10:01,16.7,102.3
17/08/2019,10:10:01,17.7,101.8
17/08/2019,11:10:01,17.8,95.2
17/08/2019,12:10:01,18.4,96.4
17/08/2019,13:10:01,18.3,102
17/08/2019,14:10:01,18.3,102
17/08/2019,15:10:01,18.4,103
17/08/2019,16:10:01,18.4,103.1
17/08/2019,17:10:01,18.7,103
17/08/2019,18:10:01,19.4,103.1
17/08/2019,19:10:01,19.1,103.1
17/08/2019,20:10:01,18.8,103
17/08/2019,21:10:01,18.9,103.8
17/08/2019,22:10:01,18.6,103.5
17/08/2019,23:10:01,18.6,103.9
18/08/2019,00:10:01,18,103.2
18/08/2019,01:10:01,17.9,103.3
18/08/2019,02:10:01,17.7,103.8
18/08/2019,03:10:01,17.5,104.5
18/08/2019,04:10:01,17.7,104.5
18/08/2019,05:10:01,18.2,104
18/08/2019,06:10:01,18.8,104.2
18/08/2019,07:10:01,19.2,103.1
18/08/2019,08:10:01,19.7,96.4
18/08/2019,09:10:01,20.8,91.9
18/08/2019,10:10:01,21.1,88.6
18/08/2019,11:10:01,21.3,87.9
18/08/2019,12:10:01,21.7,86.9
18/08/2019,13:10:01,21.1,93.9
18/08/2019,14:10:01,19.9,94.2
18/08/2019,15:10:01,20.3,87.8
18/08/2019,16:10:01,19.8,86.9
18/08/2019,17:10:01,23,71.3
18/08/2019,18:10:01,22.8,65.4
18/08/2019,19:10:01,22.9,63.1
18/08/2019,20:10:01,19.8,76.2
18/08/2019,21:10:01,18.9,80.5
18/08/2019,22:10:01,18.9,82.2
18/08/2019,23:10:01,18.5,84.2
19/08/2019,00:10:01,17.9,86.4
19/08/2019,01:10:01,17.2,86.6
19/08/2019,02:10:01,16.4,90.3
19/08/2019,03:10:01,15.9,90.6
19/08/2019,04:10:01,15.7,86.4
19/08/2019,05:10:01,15.7,84.4
19/08/2019,06:10:01,15.6,84.9
19/08/2019,07:10:01,15.9,82.6
19/08/2019,08:10:01,16.6,80.3
19/08/2019,09:10:01,17.6,74.3
19/08/2019,10:10:01,19.3,64.3
19/08/2019,11:10:01,19.9,58
19/08/2019,12:10:01,21.9,50.4
19/08/2019,13:10:01,24.7,42.5
19/08/2019,14:10:01,23.8,40.8
19/08/2019,15:10:01,23.1,43.5
19/08/2019,16:10:01,23.5,41.4
19/08/2019,17:10:01,29.1,27.9
19/08/2019,18:10:01,29.5,26.1
19/08/2019,19:10:01,27.8,30.9
19/08/2019,20:10:01,22.4,42.8
19/08/2019,21:10:01,19.9,57.1
19/08/2019,22:10:01,18.8,62.4
19/08/2019,23:10:01,18.8,65.2
20/08/2019,00:10:01,17.7,69.2
20/08/2019,01:10:01,16.4,73.6
20/08/2019,02:10:01,16.5,75.5
20/08/2019,03:10:01,15.9,77.9
20/08/2019,04:10:01,15.4,84.1
20/08/2019,05:10:01,14.8,85.6
20/08/2019,06:10:01,14.3,85
20/08/2019,07:10:01,15.4,82
20/08/2019,08:10:01,16.8,78
20/08/2019,09:10:01,17.7,75.3
20/08/2019,10:10:01,20.7,63.4
20/08/2019,11:10:01,20.9,60.3
20/08/2019,12:10:01,23.9,51
20/08/2019,13:10:01,22.5,51.9
20/08/2019,14:10:01,27.6,40.3
20/08/2019,15:10:01,28.2,36.4
20/08/2019,16:10:01,28.1,34.6
20/08/2019,17:10:01,33,26.7
20/08/2019,18:10:01,30.4,26.1
20/08/2019,19:10:01,28.9,29.9
20/08/2019,20:10:01,23.3,42.4
20/08/2019,21:10:01,20.8,50.2
20/08/2019,22:10:01,19.4,59.8
20/08/2019,23:10:01,18,65
21/08/2019,00:10:01,17.2,71.2
21/08/2019,01:10:01,16.6,72.9
21/08/2019,02:10:01,16.1,77.3
21/08/2019,03:10:01,15.1,78
21/08/2019,04:10:01,14.6,81.3
21/08/2019,05:10:01,13.7,83.6
21/08/2019,06:10:01,13.6,84.6
21/08/2019,07:10:01,14.1,81
21/08/2019,08:10:01,15.7,74.6
21/08/2019,09:10:01,18.3,64.3
21/08/2019,10:10:01,20.1,60
21/08/2019,11:10:01,21.9,53.3
21/08/2019,12:10:01,24.1,45.7
21/08/2019,13:10:01,29.8,30.1
21/08/2019,14:10:01,32.3,26.7
21/08/2019,15:10:01,36.9,19.4
21/08/2019,16:10:01,37.3,18.9
21/08/2019,17:10:01,38.5,17.6
21/08/2019,18:10:01,35.9,19
21/08/2019,19:10:01,34.7,21.8
21/08/2019,20:10:01,25.6,35.6
21/08/2019,21:10:01,22.6,43
21/08/2019,22:10:01,21.1,45.5
21/08/2019,23:10:01,20.1,50.7
22/08/2019,00:10:01,19.3,52.3
22/08/2019,01:10:01,18.1,61
22/08/2019,02:10:01,17.2,65.7
22/08/2019,03:10:01,16.6,69.2
22/08/2019,04:10:01,15.7,71.2
22/08/2019,05:10:01,15.3,72.5
22/08/2019,06:10:01,14.6,74.6
22/08/2019,07:10:01,15.4,72.5
22/08/2019,08:10:01,17.1,67.2
22/08/2019,09:10:01,19.6,60.6
22/08/2019,10:10:01,21.7,54.6
22/08/2019,11:10:01,25.1,46.2
22/08/2019,12:10:01,26.8,38.2
22/08/2019,13:10:01,32.9,26.7
22/08/2019,14:10:01,30.1,29.4
22/08/2019,15:10:01,35,22.3
22/08/2019,16:10:01,36.5,21.6
22/08/2019,17:10:01,41.6,16.8
22/08/2019,18:10:01,40.5,17.3
22/08/2019,19:10:01,37.9,19.5
22/08/2019,20:10:01,27.4,34.6
22/08/2019,21:10:01,25.1,40.4
22/08/2019,22:10:01,22.9,51.9
22/08/2019,23:10:01,21.5,54.1
23/08/2019,00:10:01,19.8,59.1
23/08/2019,01:10:01,19.1,63.1
23/08/2019,02:10:01,18.2,67.8
23/08/2019,03:10:01,17.5,68.5
23/08/2019,04:10:01,16.8,70.3
23/08/2019,05:10:01,16.5,75.1
23/08/2019,06:10:01,16,75.4
23/08/2019,07:10:01,16.7,72.5
23/08/2019,08:10:01,18.9,63.5
23/08/2019,09:10:01,20.9,57.6
23/08/2019,10:10:01,23.1,53.9
23/08/2019,11:10:01,25.4,47.6
23/08/2019,12:10:01,27.1,41.2
23/08/2019,13:10:01,34.3,26.4
23/08/2019,14:10:01,37.6,21.6
23/08/2019,15:10:01,39.9,16.9
23/08/2019,16:10:01,43.8,14.3
23/08/2019,17:10:01,43.7,16.8
23/08/2019,18:10:01,41.7,17.6
23/08/2019,19:10:01,38.8,21.8
23/08/2019,20:10:01,29.3,36.5
23/08/2019,21:10:01,26.4,43.3
23/08/2019,22:10:01,25.1,46.6
23/08/2019,23:10:01,23.7,53.9
24/08/2019,00:10:01,22.6,59.4
24/08/2019,01:10:01,21.3,65.6
24/08/2019,02:10:01,20.4,69.2
24/08/2019,03:10:01,19.6,71.9
24/08/2019,04:10:01,19.1,72.6
24/08/2019,05:10:01,17.9,76
24/08/2019,06:10:01,17.4,75
24/08/2019,07:10:01,18.2,72.7
24/08/2019,08:10:01,19.4,67.8
24/08/2019,09:10:01,22,55.8
24/08/2019,10:10:01,24.3,54.7
24/08/2019,11:10:01,26.9,50.6
24/08/2019,12:10:01,27.9,41.9
24/08/2019,13:10:01,33.5,30.8
24/08/2019,14:10:01,36.4,26.4
24/08/2019,15:10:01,38.1,25.2
24/08/2019,16:10:01,45.8,17.5
24/08/2019,17:10:01,46.3,15.4
24/08/2019,18:10:01,38.6,23.2
24/08/2019,19:10:01,34,28.6
24/08/2019,20:10:01,30.2,37
24/08/2019,21:10:01,28.2,44.6
24/08/2019,22:10:01,26.1,54.1
24/08/2019,23:10:01,24.8,57.1
25/08/2019,00:10:01,23.8,58.2
25/08/2019,01:10:01,22.5,64.9
25/08/2019,02:10:01,21.5,66.9
25/08/2019,03:10:01,20.7,70.3
25/08/2019,04:10:01,20.3,72.3
25/08/2019,05:10:01,19.4,75.1
25/08/2019,06:10:01,18.8,76.4
25/08/2019,07:10:01,19.3,74
25/08/2019,08:10:01,20.6,69.5
25/08/2019,09:10:01,23,63.5
25/08/2019,10:10:01,25.1,56.5
25/08/2019,11:10:01,27.6,48.2
25/08/2019,12:10:01,29.4,41.6
25/08/2019,13:10:01,36.5,28.4
25/08/2019,14:10:01,40.2,20.2
25/08/2019,15:10:01,44.1,15.4
25/08/2019,16:10:01,46,12.4
25/08/2019,17:10:01,50.1,10.6
25/08/2019,18:10:01,47.5,12.2
25/08/2019,19:10:01,41.8,14.3
25/08/2019,20:10:01,32.8,32.4
25/08/2019,21:10:01,28.9,37.8
25/08/2019,22:10:01,28.6,43.6
25/08/2019,23:10:01,26.6,51
26/08/2019,00:10:01,25.1,53.8
26/08/2019,01:10:01,24.2,59.4
26/08/2019,02:10:01,22.9,59.7
26/08/2019,03:10:01,21.9,63.1
26/08/2019,04:10:01,21.4,68.3
26/08/2019,05:10:01,20.4,68.9
26/08/2019,06:10:01,20,70.6
26/08/2019,07:10:01,20.7,70.2
26/08/2019,08:10:01,22.3,63.5
26/08/2019,09:10:01,24.5,56.5
26/08/2019,10:10:01,26.4,51.9
26/08/2019,11:10:01,29.2,45.1
26/08/2019,12:10:01,31.1,38.2
26/08/2019,13:10:01,39.3,23.2
26/08/2019,14:10:01,36.7,19.2
26/08/2019,15:10:01,44.9,16.2
26/08/2019,16:10:01,47.3,12.2
26/08/2019,17:10:01,48.3,11.8
26/08/2019,18:10:01,45.6,13.3
26/08/2019,19:10:01,44,15.4
26/08/2019,20:10:01,34.1,30.1
26/08/2019,21:10:01,30.3,37.4
26/08/2019,22:10:01,28.8,46.5
26/08/2019,23:10:01,27.3,49
27/08/2019,00:10:01,26,55.3
27/08/2019,01:10:01,25.3,55.8
27/08/2019,02:10:01,23.5,59.2
27/08/2019,03:10:01,23.4,61.3
27/08/2019,04:10:01,21.9,67
27/08/2019,05:10:01,21.6,66.9
27/08/2019,06:10:01,21.4,68.3
27/08/2019,07:10:01,20.8,69.9
27/08/2019,08:10:01,22.6,62.5
27/08/2019,09:10:01,24.2,57.9
27/08/2019,10:10:01,27.9,49
27/08/2019,11:10:01,30.1,40.9
27/08/2019,12:10:01,32.4,33.9
27/08/2019,13:10:01,36.9,25.2
27/08/2019,14:10:01,38.7,23.3
27/08/2019,15:10:01,41.5,16.8
27/08/2019,16:10:01,42.3,15.2
27/08/2019,17:10:01,38.6,18.5
27/08/2019,18:10:01,38.5,18.2
27/08/2019,19:10:01,38.3,22.1
27/08/2019,20:10:01,31.1,34.6
27/08/2019,21:10:01,29.9,36.4
27/08/2019,22:10:01,28,40.9
27/08/2019,23:10:01,26.6,44.9
28/08/2019,00:10:01,25.8,48.4
28/08/2019,01:10:01,25.4,51.3
28/08/2019,02:10:01,25.1,53
28/08/2019,03:10:01,24.9,54.4
28/08/2019,04:10:01,24.4,54.9
28/08/2019,05:10:01,24,57.1
28/08/2019,06:10:01,23.8,58.8
28/08/2019,07:10:01,23.9,59.2
28/08/2019,08:10:01,25.1,57.6
28/08/2019,09:10:01,26.6,51.6
28/08/2019,10:10:01,27.6,48.8
28/08/2019,11:10:01,30.4,42.4
28/08/2019,12:10:01,31.8,38.3
28/08/2019,13:10:01,32.8,33.7
28/08/2019,14:10:01,32.1,35.6
28/08/2019,15:10:01,36.6,29.3
28/08/2019,16:10:01,36.8,29.9
28/08/2019,17:10:01,33.7,32.9
28/08/2019,18:10:01,31.9,36
28/08/2019,19:10:01,31,39.8
28/08/2019,20:10:01,28.6,47.4
28/08/2019,21:10:01,27.4,53.9
28/08/2019,22:10:01,26.1,57.9
28/08/2019,23:10:01,24.8,63.5
29/08/2019,00:10:01,22.6,74.8
29/08/2019,01:10:01,23.1,72.3
